code,name_ar,name_en,parent_code,level,account_type,natural_side,is_postable,is_contra,statement_section,subledger_type,required_dimensions,currency_mode,currency_code,is_protected,status,source_ref,caveat_ar,caveat_en
5214,إهلاك العقارات الاستثمارية,Depreciation — Investment Property,521,4,expense,debit,true,false,cost_of_revenue,none,property,any,,true,drafted,07-real-estate.md §14.0,⚠️ يسقط هذا الحساب كلياً إن اعتُمد نموذج القيمة العادلة (ق-ع-11) · والأرض لا تُهلك ويجب فصل قيمتها,⚠️ This account disappears entirely if the fair value model is adopted (Q-RE-11); land is not depreciated and its value must be separated
53,فروقات المخزون,Inventory Differences,5,2,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
530,فروقات المخزون,Inventory Differences,53,3,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
5301,عجز وتلف المخزون,Inventory Shortage and Damage,530,4,expense,debit,true,false,other_expense,none,warehouse,any,,true,drafted,chart-of-accounts.md §2,⚠️ رد ضريبة المدخلات على البضاعة التالفة بند مفتوح رقم 2,⚠️ Whether input VAT must be repaid on damaged goods is open item 2
5302,مصروف مخصص تقادم المخزون,Inventory Obsolescence Provision Expense,530,4,expense,debit,true,false,other_expense,none,,any,,true,proposed,proposed:matrix-seed,وحدة المخزون بلا وثيقة تحليل — الحساب وسياسة المخصص مقترحان,The inventory module has no analysis document; account and provision policy are proposed
54,فروقات الصندوق,Cash Differences,5,2,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
540,فروقات الصندوق,Cash Differences,54,3,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
5401,عجز وزيادة الصندوق,Cash Over and Short,540,4,expense,debit,true,false,other_expense,none,branch,any,,true,drafted,chart-of-accounts.md §2,يقبل الطرفين — الزيادة تُرحَّل دائنة على الحساب نفسه,Accepts both sides; a cash surplus is posted as a credit to the same account
55,المصروفات التشغيلية والإدارية,Operating and Administrative Expenses,5,2,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
550,تكاليف الموظفين,Employee Costs,55,3,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
5501,رواتب وأجور,Salaries and Wages,550,4,expense,debit,true,false,operating_expense,none,cost_center,any,,true,drafted,chart-of-accounts.md §2,⚠️ قاعدة توزيع تكلفة الموظف على المشاريع بند مفتوح رقم 4,⚠️ The rule for allocating employee cost to projects is open item 4
5502,حصة المنشأة في التأمينات,Employer Social Insurance Contribution,550,4,expense,debit,true,false,operating_expense,none,cost_center,any,,true,drafted,chart-of-accounts.md §2,,
5503,مصروف مكافأة نهاية الخدمة,End-of-Service Benefits Expense,550,4,expense,debit,true,false,operating_expense,none,cost_center,any,,true,drafted,chart-of-accounts.md §2,⚠️ طريقة قياس المخصص لا تُخترع هنا,⚠️ The provision measurement method is not invented here
5504,بدلات ومزايا الموظفين,Employee Allowances and Benefits,550,4,expense,debit,true,false,operating_expense,none,cost_center,any,,true,drafted,chart-of-accounts.md §2,,
551,المصروفات العمومية,General Expenses,55,3,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
5510,إيجارات,Rent Expense,551,4,expense,debit,true,false,operating_expense,none,cost_center,any,,true,drafted,chart-of-accounts.md §2,في نموذج الإيجار المضمون (النموذج ج) المبلغ المدفوع للمالك مصروف هنا لا أمانة,In the guaranteed rent model (model C) the amount paid to the owner is an expense here not a trust liability
5511,مرافق — كهرباء ومياه واتصالات,Utilities — Electricity Water and Telecom,551,4,expense,debit,true,false,operating_expense,none,cost_center,any,,true,drafted,chart-of-accounts.md §2,,
5512,صيانة وإصلاح,Repairs and Maintenance,551,4,expense,debit,true,false,operating_expense,none,cost_center,any,,true,drafted,chart-of-accounts.md §2,,
5513,وقود ومحروقات,Fuel,551,4,expense,debit,true,false,operating_expense,none,cost_center,any,,true,drafted,chart-of-accounts.md §2,,
5514,تأمينات,Insurance,551,4,expense,debit,true,false,operating_expense,none,cost_center,any,,true,drafted,chart-of-accounts.md §2,,
5515,رسوم حكومية واشتراكات,Government Fees and Subscriptions,551,4,expense,debit,true,false,operating_expense,none,cost_center,any,,true,drafted,chart-of-accounts.md §2,,
5516,أتعاب مهنية واستشارية,Professional and Consulting Fees,551,4,expense,debit,true,false,operating_expense,none,cost_center,any,,true,drafted,chart-of-accounts.md §2,,
5517,تسويق ودعاية,Marketing and Advertising,551,4,expense,debit,true,false,operating_expense,none,cost_center,any,,true,drafted,chart-of-accounts.md §2,,
5518,سفر وانتقالات,Travel and Transportation,551,4,expense,debit,true,false,operating_expense,none,cost_center,any,,true,drafted,chart-of-accounts.md §2,,
5519,قرطاسية ومصروفات مكتبية,Stationery and Office Expenses,551,4,expense,debit,true,false,operating_expense,none,cost_center,any,,true,drafted,chart-of-accounts.md §2,,
552,تقنية المعلومات والاتصالات,Information Technology and Communications,55,3,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
5520,تقنية معلومات واشتراكات برمجية,IT and Software Subscriptions,552,4,expense,debit,true,false,operating_expense,none,cost_center,any,,true,drafted,chart-of-accounts.md §2,,
56,الإهلاك والمخصصات,Depreciation and Provisions,5,2,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
560,الإهلاك والمخصصات,Depreciation and Provisions,56,3,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
5601,مصروف الإهلاك,Depreciation Expense,560,4,expense,debit,true,false,operating_expense,none,,any,,true,drafted,chart-of-accounts.md §2,⚠️ طرق الإهلاك المدعومة بند مفتوح رقم 8,⚠️ Supported depreciation methods are open item 8
5602,خسائر استبعاد أصول,Loss on Disposal of Assets,560,4,expense,debit,true,false,other_expense,none,,any,,true,drafted,chart-of-accounts.md §2,,
5603,مخصص ديون مشكوك فيها,Doubtful Debts Provision Expense,560,4,expense,debit,true,false,operating_expense,none,,any,,true,drafted,chart-of-accounts.md §2,⚠️ في نموذج إدارة أملاك الغير الخسارة على المالك لا على الشركة إلا بضمان تعاقدي — ق-ع-10,⚠️ In the managed-for-others model the loss falls on the owner not the company unless contractually guaranteed — Q-RE-10
5604,مصروف إطفاء الأصول غير الملموسة,Amortisation of Intangible Assets,560,4,expense,debit,true,false,operating_expense,none,,any,,true,proposed,proposed:matrix-seed,الدليل الأساسي يحمل 1504 بلا مصروف إطفاء مقابل,The base chart carries 1504 with no matching amortisation expense
57,خسائر فروق العملة,Foreign Exchange Losses,5,2,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
570,فروق العملة,Exchange Differences,57,3,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
5701,خسائر فروق العملة,Foreign Exchange Losses,570,4,expense,debit,true,false,other_expense,none,,company_only,SAR,true,drafted,chart-of-accounts.md §2,,
58,المصروفات البنكية والتمويلية,Bank and Finance Charges,5,2,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
580,مصروفات بنكية,Bank Charges,58,3,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
5801,مصروفات بنكية وفوائد,Bank Charges and Interest,580,4,expense,debit,true,false,other_expense,none,,any,,true,drafted,chart-of-accounts.md §2,,
59,المصروفات الأخرى,Other Expenses,5,2,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
590,مصروفات أخرى,Other Expenses,59,3,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
5901,مصروفات أخرى,Other Expenses,590,4,expense,debit,true,false,other_expense,none,,any,,true,drafted,chart-of-accounts.md §2,,
5902,خصم تعجيل سداد ممنوح,Early Settlement Discount Granted,590,4,expense,debit,true,false,other_expense,none,,any,,true,proposed,proposed:matrix-seed,مصفوفة الترحيل §1.3 تذكر «سطر مصروف مقابل» دون تسمية حساب — أُضيف هنا · ⚠️ أثره الضريبي يحتاج تأكيداً,Posting matrix §1.3 mentions an offsetting expense line without naming an account; added here. ⚠️ Its VAT effect needs confirmation
